ξ,β,vs1,vs2,vh2,vs_bal,ξ,β,vs1,vs2,vh2,vs_bal,ξ,β,vs1,vs2,vh2,vs_bal,ξ,β,vs1,vs2,vh2,vs_bal,ξ,β,vs1,vs2,vh2,vs_bal,ξ,β,vs1,vs2,vh2,vs_bal
8.95,5.9,113.2627605,22.88530146,23.50596857,116.8033813,9.95,5.9,100.9120152,22.05744661,22.58994021,112.3647359,10.95,5.9,90.93834484,21.2936544,21.73762059,108.2509762,11.95,5.9,82.68571768,20.58704925,20.94211845,104.4269943,12.95,5.9,75.72684972,19.93171003,20.19749671,100.8625409,13.95,5.9,69.76943027,19.3225102,19.49861262,97.53141072
8.95,6,113.7872552,22.78804449,23.41775219,117.3470265,9.95,6,101.3961089,21.96734591,22.50888939,112.9064209,10.95,6,91.38867784,21.20994254,21.66296653,108.7895963,11.95,6,83.1071396,20.50906588,20.8731994,104.9616883,12.95,6,76.12305731,19.85888379,20.13373989,101.3926401,13.95,6,70.1433365,19.25434418,19.43951969,98.05639995
8.95,6.1,114.3003453,22.6915145,23.33026627,117.8788448,9.95,6.1,101.8700724,21.87788917,22.42848617,113.4367636,10.95,6.1,91.82991675,21.12680344,21.58888902,109.3173318,11.95,6.1,83.5203294,20.43159387,20.80479564,105.4859291,12.95,6.1,76.51176272,19.78651566,20.07044527,101.912693,13.95,6.1,70.51036749,19.18658987,19.38084272,98.57172658
8.95,6.2,114.8023545,22.59570278,23.24350214,118.3991726,9.95,6.2,102.3341892,21.78906898,22.34872316,113.956082,10.95,6.2,92.26231263,21.04423075,21.51538173,109.8344835,11.95,6.2,83.92551162,20.35462773,20.73690172,106.0000023,12.95,6.2,76.89316837,19.7146009,20.00760813,102.4229712,13.95,6.2,70.8707069,19.11924316,19.32257759,99.07764922
8.95,6.3,115.2935941,22.50060078,23.15745124,118.9083331,9.95,6.3,102.7887317,21.70087803,22.26959306,114.4646815,10.95,6.3,92.68610687,20.96221821,21.4424384,110.3413409,11.95,6.3,84.32290217,20.27816207,20.66951224,106.5041826,12.95,6.3,77.26746892,19.64313481,19.94522378,102.9237357,13.95,6.3,71.2245314,19.05229995,19.26472025,99.57441659
8.95,6.4,115.7743635,22.40620005,23.07210515,119.4066372,9.95,6.4,103.233962,21.61330912,22.19108869,114.9628561,10.95,6.4,93.10153171,20.88075963,21.37005287,110.8381823,11.95,6.4,84.71270882,20.20219155,20.60262189,106.9987342,12.95,6.4,77.63485171,19.5721128,19.88328764,103.4152378,13.95,6.4,71.57201101,18.98575625,19.20726668,100.062268
8.95,6.5,116.2449505,22.3124923,22.98745561,119.8943838,9.95,6.5,103.6701323,21.52635518,22.11320299,115.4508884,10.95,6.5,93.50881069,20.79984893,21.29821908,111.3252758,11.95,6.5,85.09513158,20.12671092,20.53622545,107.4839114,12.95,6.5,77.99549709,19.50153029,19.82179516,103.8977195,13.95,6.5,71.91330944,18.91960807,19.15021295,100.541434
8.95,6.6,116.7056326,22.21946937,22.90349445,120.371861,9.95,6.6,104.0974854,21.44000921,22.03592899,115.9290509,10.95,6.6,93.90815911,20.71948011,21.22693104,111.8028793,11.95,6.6,85.47036314,20.05171501,20.47031773,107.9599593,12.95,6.6,78.34957885,19.4313828,19.76074187,104.3714136,13.95,6.6,72.24858444,18.85385151,19.09355516,101.0121365
8.95,6.7,117.1566767,22.12712322,22.82021365,120.8393459,9.95,6.7,104.5162555,21.35426435,21.95925983,116.3976058,10.95,6.7,94.29978443,20.63964727,21.15618286,112.2712415,11.95,6.7,85.83858918,19.97719871,20.40489366,108.4271139,12.95,6.7,78.69726447,19.3616659,19.70012336,104.836545,13.95,6.7,72.57798809,18.78848269,19.03728945,101.4745896
8.95,6.8,117.5983403,22.03544592,22.73760531,121.2971057,9.95,6.8,104.926668,21.26911383,21.88318876,116.8568059,10.95,6.8,94.68388667,20.56034457,21.08596874,112.730602,11.95,6.8,86.19998875,19.90315698,20.33994822,108.8856029,12.95,6.8,79.03871549,19.29237521,19.63993526,105.29333,13.95,6.8,72.90166704,18.72349781,18.98141203,101.9289996
8.95,6.9,118.0308714,21.94442969,22.65566166,121.7453981,9.95,6.9,105.3289404,21.18455096,21.80770912,117.306895,10.95,6.9,95.06065877,20.48156628,21.01628294,113.181192,11.95,6.9,86.55473459,19.82958486,20.27547645,109.3356458,12.95,6.9,79.37408774,19.22350642,19.58017327,105.7419777,13.95,6.9,73.21976282,18.65889309,18.92591915,102.3755658
8.95,7,118.4545095,21.85406686,22.57437504,122.1844714,9.95,7,105.7232827,21.10056919,21.73281435,117.7481083,10.95,7,95.43028689,20.40330674,20.94711982,113.6232346,11.95,7,86.90299342,19.75647745,20.21147348,109.7774547,12.95,7,79.7035317,19.15505527,19.52083317,106.1826898,13.95,7,73.53241208,18.59466483,18.87080711,102.8144803
8.95,7.1,118.8694854,21.76434986,22.49373791,122.6145654,9.95,7.1,106.1098973,21.01716203,21.658498,118.1806728,10.95,7.1,95.7929508,20.32556037,20.87847382,114.0569451,11.95,7.1,87.24492625,19.68382992,20.14793449,110.211234,12.95,7.1,80.02719264,19.08701755,19.46191076,106.615661,13.95,7.1,73.83974679,18.53080935,18.81607226,103.2459288
8.95,7.2,119.2760223,21.67527126,22.41374284,123.0359116,9.95,7.2,106.4889799,20.9343231,21.5847537,118.6048077,10.95,7.2,96.14882411,20.24832166,20.81033945,114.4825315,11.95,7.2,87.58068859,19.6116375,20.08485474,110.6371816,12.95,7.2,80.34521097,19.01938913,19.40340191,107.0410796,13.95,7.2,74.14189449,18.46732304,18.761711,103.6700909
8.95,7.3,119.6743356,21.58682373,22.33438252,123.4487334,9.95,7.3,106.8607195,20.85204612,21.51157518,119.0207249,10.95,7.3,96.4980746,20.1715852,20.74271132,114.9001947,11.95,7.3,87.91043077,19.53989549,20.02222954,111.0554885,12.95,7.3,80.6577224,18.95216591,19.34530256,107.4591273,13.95,7.3,74.43897848,18.40420231,18.70771976,104.0871398
8.95,7.4,120.0646332,21.49900006,22.25564976,123.8532469,9.95,7.4,107.2252988,20.77032489,21.43895626,119.4286289,10.95,7.4,96.84086444,20.09534564,20.67558409,115.3101292,11.95,7.4,88.23429813,19.46859927,19.96005427,111.4663392,12.95,7.4,80.96485815,18.88534386,19.28760867,107.8699801,13.95,7.4,74.73111801,18.34144363,18.65409504,104.4972434
8.95,7.5,120.4471165,21.41179314,22.17753747,124.2496607,9.95,7.5,107.5828943,20.68915331,21.36689085,119.8287176,10.95,7.5,97.17735048,20.01959771,20.6089525,115.7125226,11.95,7.5,88.55243125,19.39774426,19.89832438,111.8699126,12.95,7.5,81.26674518,18.81891899,19.23031629,108.2738082,13.95,7.5,75.01842846,18.27904353,18.60083336,104.9005639
8.95,7.6,120.8219798,21.32519596,22.10003865,124.6381768,9.95,7.6,107.9336768,20.60852536,21.29537296,120.2211824,10.95,7.6,97.50768448,19.94433621,20.54281138,116.1075567,11.95,7.6,88.86496617,19.32732594,19.83703537,112.2663814,12.95,7.6,81.56350638,18.75288737,19.1734215,108.6707761,13.95,7.6,75.30102152,18.21699856,18.54793131,105.2972585
8.95,7.7,121.1894116,21.23920165,22.02314644,125.0189904,9.95,7.7,108.2778118,20.52843511,21.22439667,120.6062085,10.95,7.7,97.8320133,19.86955602,20.47715562,116.4954075,11.95,7.7,89.17203458,19.25733987,19.77618282,112.655913,12.95,7.7,81.85526071,18.68724513,19.11692044,109.0610434,13.95,7.7,75.57900534,18.15530532,18.4953855,105.6874792
8.95,7.8,121.5495937,21.15380339,21.94685405,125.3922904,9.95,7.8,108.6154592,20.44887672,21.15395615,120.983975,10.95,7.8,98.15047914,19.79525208,20.41198018,116.8762452,11.95,7.8,89.47376402,19.18778166,19.71576234,113.0386693,12.95,7.8,82.1421234,18.62198842,19.06080929,109.4447643,13.95,7.8,75.85248468,18.09396046,18.44319258,106.0713733
8.95,7.9,121.9027026,21.0689945,21.87115481,125.7582597,9.95,7.9,108.9467738,20.36984443,21.08404566,121.3546556,10.95,7.9,98.46321972,19.72141941,20.3472801,117.2502347,11.95,7.9,89.77027803,19.11864697,19.65576962,113.4148074,12.95,7.9,82.42420609,18.55711347,19.00508429,109.8220885,13.95,7.9,76.12156109,18.03296066,18.39134928,106.4490836
8.95,8,122.248909,20.9847684,21.79604215,126.1170753,9.95,8,109.2719059,20.29133256,21.01465954,121.7184183,10.95,8,98.77036849,19.64805309,20.28305046,117.6175358,11.95,8,90.06169633,19.04993154,19.59620041,113.7844793,12.95,8,82.70161701,18.49261655,18.94974173,110.193161,13.95,8,76.38633296,17.97230265,18.33985233,106.8207486
8.95,8.1,122.5883782,20.90111858,21.72150959,126.468909,9.95,8.1,109.5910007,20.21333551,20.94579221,122.075426,10.95,8.1,99.07205479,19.57514828,20.21928646,117.9783033,11.95,8.1,90.34813499,18.98163114,19.53705051,114.1478325,12.95,8.1,82.97446108,18.42849397,18.89477793,110.5581223,13.95,8.1,76.64689575,17.91198321,18.28869852,107.1865023
8.95,8.2,122.9212706,20.81803865,21.64755074,126.8139268,9.95,8.2,109.9041994,20.13584776,20.87743816,122.4258366,10.95,8.2,99.36840399,19.5027002,20.15598331,118.3326874,11.95,8.2,90.62970655,18.91374161,19.47831577,114.50501,12.95,8.2,83.24284007,18.3647421,18.84018928,110.9171088,13.95,8.2,76.90334205,17.85199913,18.23788467,107.546475
8.95,8.3,123.2477414,20.7355223,21.57415932,127.15229,9.95,8.3,110.2116385,20.05886388,20.80959197,122.7698031,10.95,8.3,99.65953773,19.43070413,20.09313633,118.6808337,11.95,8.3,90.90652021,18.84625886,19.4199921,114.8561503,12.95,8.3,83.50685272,18.30135734,18.7859722,111.2702527,13.95,8.3,77.1557617,17.79234727,18.18740766,107.900793
8.95,8.4,123.5679412,20.65356332,21.50132913,127.4841546,9.95,8.4,110.5134506,19.9823785,20.7422483,123.107474,10.95,8.4,99.94557399,19.35915542,20.03074087,119.0228834,11.95,8.4,91.17868192,18.77917881,19.36207547,115.2013881,12.95,8.4,83.76659487,18.23833615,18.73212317,111.6176824,13.95,8.4,77.40424192,17.73302452,18.13726438,108.2495789
8.95,8.5,123.8820163,20.57215558,21.42905406,127.8096724,9.95,8.5,110.8097643,19.90638634,20.67540188,123.4389933,10.95,8.5,100.2266273,19.28804948,19.96879237,119.3589736,11.95,8.5,91.44629451,18.71249749,19.30456189,115.5408541,12.95,8.5,84.02215955,18.17567504,18.67863871,111.9595225,13.95,8.5,77.64886739,17.6740278,18.08745178,108.5929518
8.95,8.6,124.1901083,20.49129306,21.3573281,128.1289902,9.95,8.6,111.1007045,19.83088217,20.6090475,123.7645007,10.95,8.6,100.5028087,19.21738178,19.90728632,119.6892374,11.95,8.6,91.70945784,18.64621093,19.24744744,115.8746749,12.95,8.6,84.27363712,18.11337054,18.62551537,112.295894,13.95,8.6,77.88972038,17.61535407,18.03796685,108.9310272
8.95,8.7,124.4923548,20.4109698,21.28614532,128.4422507,9.95,8.7,111.3863924,19.75586086,20.54318004,124.084132,10.95,8.7,100.7742262,19.14714786,19.84621826,120.0138038,11.95,8.7,91.96826888,18.58031525,19.19072823,116.2029738,12.95,8.7,84.52111537,18.05141924,18.57274976,112.6269145,13.95,8.7,78.12688081,17.55700034,17.98880658,109.2639175
8.95,8.8,124.7888894,20.33117995,21.21549987,128.7495925,9.95,8.8,111.6669455,19.68131735,20.47779446,124.3980189,10.95,8.8,101.0409847,19.07734332,19.78558381,120.3327985,11.95,8.8,92.22282187,18.51480659,19.13440045,116.5258703,12.95,8.8,84.76467958,17.98981778,18.52033853,112.9526982,13.95,8.8,78.36042635,17.49896363,17.93996805,109.591732
8.95,8.9,125.0798417,20.25191773,21.14538598,129.0511499,9.95,8.9,111.9424782,19.60724662,20.41288576,124.7062893,10.95,8.9,101.303186,19.0079638,19.72537863,120.6463432,11.95,8.9,92.47320837,18.44968117,19.0784603,116.8434809,12.95,8.9,85.00441265,17.92856283,18.46827837,113.2733561,13.95,8.9,78.59043251,17.44124103,17.89144835,109.9145766
8.95,9,125.3653376,20.17317744,21.075798,129.3470536,9.95,9,112.2131016,19.53364375,20.34844903,125.0090676,10.95,9,101.560929,18.93900502,19.66559846,120.9545566,11.95,9,92.71951737,18.38493524,19.02290406,117.1559185,12.95,9,85.24039518,17.86765109,18.41656602,113.5889962,13.95,9,78.81697273,17.38382965,17.84324459,110.2325547
8.95,9.1,125.6454996,20.09495347,21.0067303,129.6374304,9.95,9.1,112.4789235,19.46050387,20.28447943,125.3064745,10.95,9.1,101.8143099,18.87046274,19.60623909,121.2575536,11.95,9.1,92.96183542,18.32056509,18.96772806,117.4632929,12.95,9.1,85.47270558,17.80707934,18.36519823,113.8997234,13.95,9.1,79.04011843,17.32672662,17.79535394,110.5457665
8.95,9.2,125.9204466,20.01724029,20.93817739,129.9224037,9.95,9.2,112.7400488,19.3878222,20.22097218,125.5986275,10.95,9.2,102.0634225,18.80233279,19.54729634,121.5554463,11.95,9.2,93.20024669,18.25656708,18.91292865,117.765711,12.95,9.2,85.70142007,17.74684435,18.31417184,114.2056398,13.95,9.2,79.2599391,17.26992912,17.74777359,110.8543098
8.95,9.3,126.1902941,19.94003244,20.87013382,130.2020932,9.95,9.3,112.9965796,19.31559399,20.15792256,125.8856408,10.95,9.3,102.3083575,18.73461105,19.48876613,121.8483436,11.95,9.3,93.43483305,18.1929376,18.85850225,118.0632768,12.95,9.3,85.92661287,17.68694298,18.26348369,114.5068448,13.95,9.3,79.47650237,17.21343436,17.70050078,111.1582797
8.95,9.4,126.4551545,19.86332453,20.80259422,130.4766155,9.95,9.4,113.248615,19.24381458,20.09532592,126.1676254,10.95,9.4,102.5492036,18.66729345,19.43064439,122.1363513,11.95,9.4,93.66567417,18.1296731,18.80444531,118.3560915,12.95,9.4,86.14835619,17.62737209,18.21313066,114.8034351,13.95,9.4,79.68987407,17.15723959,17.65353276,111.4577685
8.95,9.5,126.7151371,19.78711128,20.73555332,130.7460839,9.95,9.5,113.4962516,19.17247938,20.03317768,126.4446894,10.95,9.5,102.7860469,18.60037598,19.37292713,122.4195726,11.95,9.5,93.89284759,18.06677006,18.75075435,118.6442534,12.95,9.5,86.3667203,17.56812859,18.1631097,115.0955047,13.95,9.5,79.90011831,17.10134209,17.60686683,111.7528663
8.95,9.6,126.9703482,19.71138745,20.6690059,131.0106085,9.95,9.6,113.7395831,19.10158383,19.97147331,126.7169377,10.95,9.6,103.0189712,18.53385467,19.31561042,122.6981078,11.95,9.6,94.1164288,18.00422501,18.69742591,118.9278584,12.95,9.6,86.58177368,17.50920943,18.11341777,115.3831452,13.95,9.6,80.10729751,17.04573916,17.56050031,112.043661
8.95,9.7,127.2208912,19.63614788,20.60294681,131.2702967,9.95,9.7,113.9787011,19.03112345,19.91020835,126.9844728,10.95,9.7,103.2480581,18.46772563,19.25869034,122.9720545,11.95,9.7,94.33649131,17.94203453,18.64445658,119.2069998,12.95,9.7,86.79358297,17.45061161,18.06405188,115.6664461,13.95,9.7,80.31147247,16.99042814,17.51443058,112.3302379
8.95,9.8,127.4668668,19.56138749,20.537371,131.5252526,9.95,9.8,114.2136944,18.96109384,19.84937839,127.2473941,10.95,9.8,103.4733872,18.40198498,19.20216308,123.2415078,11.95,9.8,94.5531067,17.88019523,18.591843,119.4817684,12.95,9.8,87.00221313,17.39233215,18.01500907,115.9454941,13.95,9.8,80.51270247,16.93540642,17.46865501,112.6126802
8.95,9.9,127.7083729,19.48710127,20.47227346,131.7755779,9.95,9.9,114.4446497,18.89149062,19.7889791,127.5057985,10.95,9.9,103.6950356,18.33662892,19.14602482,123.5065602,11.95,9.9,94.76634473,17.81870378,18.53958185,119.7522529,12.95,9.9,87.20772743,17.3343681,17.96628641,116.220374,13.95,9.9,80.71104523,16.88067139,17.42317103,112.8910692
8.95,10,127.9455049,19.41328427,20.40764926,132.0213715,9.95,10,114.6716512,18.82230949,19.72900618,127.7597806,10.95,10,103.913079,18.27165369,19.09027184,123.7673021,11.95,10,94.97627333,17.75755688,18.48766984,120.0185394,12.95,10,87.41018755,17.27671657,17.91788101,116.4911684,13.95,10,80.90655705,16.82622048,17.37797609,113.1654838
8.95,10.1,128.1783557,19.3399316,20.34349356,132.2627295,9.95,10.1,114.8947813,18.75354621,19.66945541,128.0094322,10.95,10.1,104.1275907,18.20705559,19.03490043,124.0238212,11.95,10.1,95.18295875,17.69675126,18.43610373,120.2807121,12.95,10.1,87.60965361,17.21937468,17.86979004,116.7579576,13.95,10.1,81.09929282,16.77205117,17.33306768,113.4360013
8.95,10.2,128.4070157,19.26703847,20.27980154,132.4997457,9.95,10.2,115.1141198,18.68519659,19.61032262,128.2548428,10.95,10.2,104.3386423,18.14283093,18.97990696,124.2762032,11.95,10.2,95.38646555,17.63628372,18.38488033,120.5388528,12.95,10.2,87.80618421,17.1623396,17.82201067,117.0208203,13.95,10.2,81.28930606,16.71816094,17.2884433,113.7026967
8.95,10.3,128.631573,19.19460013,20.21656849,132.7325115,9.95,10.3,115.3297449,18.61725649,19.55160369,128.4960999,10.95,10.3,104.5463035,18.07897612,18.92528781,124.5245316,11.95,10.3,95.58685665,17.57615107,18.33399648,120.7930415,12.95,10.3,87.99983653,17.10560853,17.77454012,117.2798328,13.95,10.3,81.47664896,16.66454731,17.2441005,113.9656434
8.95,10.4,128.8521136,19.1226119,20.15378974,132.9611158,9.95,10.4,115.5417324,18.54972184,19.49329455,128.7332884,10.95,10.4,104.7506425,18.01548757,18.87103944,124.7688877,11.95,10.4,95.78419345,17.51635018,18.28344905,121.043356,12.95,10.4,88.19066631,17.04917871,17.72737564,117.5350699,13.95,10.4,81.66137247,16.61120785,17.20003684,114.224913
8.95,10.5,129.0687209,19.05106915,20.09146068,133.1856454,9.95,10.5,115.7501566,18.48258861,19.43539119,128.9664913,10.95,10.5,104.9517256,17.95236177,18.81715834,125.0093509,11.95,10.5,95.97853582,17.45687795,18.23323496,121.2898723,12.95,10.5,88.37872795,16.99304739,17.68051451,117.7866042,13.95,10.5,81.84352628,16.55814013,17.15624993,114.4805752
8.95,10.6,129.2814767,18.97996734,20.0295768,133.4061848,9.95,10.6,115.9550897,18.41585282,19.37788967,129.1957894,10.95,10.6,105.1496174,17.88959522,18.76364104,125.2459987,11.95,10.6,96.16994215,17.39773132,18.18335118,121.5326646,12.95,10.6,88.56407454,16.93721188,17.63395405,118.0345069,13.95,10.6,82.02315889,16.50534175,17.11273739,114.7326983
8.95,10.7,129.4904604,18.90930198,19.9681336,133.6228163,9.95,10.7,116.1566022,18.34951056,19.32078607,129.4212616,10.95,10.7,105.3443811,17.8271845,18.71048413,125.4789064,11.95,10.7,96.35846944,17.33890726,18.13379469,121.7718051,12.95,10.7,88.74675787,16.88166951,17.58769161,118.2788473,13.95,10.7,82.20031765,16.45281036,17.06949688,114.9813487
8.95,10.8,129.6957494,18.83906862,19.90712667,133.8356202,9.95,10.8,116.3547627,18.28355794,19.26407654,129.6429848,10.95,10.8,105.5360782,17.7651262,18.65768422,125.7081478,11.95,10.8,96.5441733,17.28040279,18.08456253,122.0073645,12.95,10.8,88.9268285,16.82641763,17.54172457,118.5196931,13.95,10.8,82.37504879,16.40054361,17.02652606,115.2265913
8.95,10.9,129.8974195,18.7692629,19.84655165,134.044675,9.95,10.9,116.5496384,18.21799116,19.20775728,129.861034,10.95,10.9,105.7247688,17.70341699,18.60523799,125.9337947,11.95,10.9,96.72710801,17.22221495,18.03565176,122.2394116,12.95,10.9,89.1043358,16.77145365,17.49605033,118.7571102,13.95,10.9,82.54739745,16.3485392,16.98382266,115.4684895
8.95,11,130.0955443,18.69988051,19.78640426,134.250057,9.95,11,116.7412946,18.15280643,19.15182454,130.0754824,10.95,11,105.9105116,17.64205354,18.55314213,126.1559173,11.95,11,96.90732658,17.16434083,17.98705948,122.4680137,12.95,11,89.27932798,16.71677498,17.45066635,118.9911633,13.95,11,82.71740772,16.29679483,16.94138441,115.7071053
8.95,11.1,130.2901957,18.63091717,19.72668023,134.4518408,9.95,11.1,116.9297953,18.08800004,19.0962746,130.2864014,10.95,11.1,106.0933639,17.58103258,18.50139341,126.374584,11.95,11.1,97.08488075,17.10677756,17.93878284,122.6932364,12.95,11.1,89.45185212,16.66237908,17.40557009,119.2219153,13.95,11.1,82.88512267,16.24530826,16.89920906,115.9424991
8.95,11.2,130.481444,18.5623687,19.6673754,134.650099,9.95,11.2,117.1152026,18.02356831,19.0411038,130.4938608,10.95,11.2,106.2733814,17.5203509,18.44998861,126.5898616,11.95,11.2,97.25982105,17.04952227,17.890819,122.9151439,12.95,11.2,89.62195422,16.60826343,17.36075905,119.4494278,13.95,11.2,83.05058438,16.19407725,16.85729441,116.1747301
8.95,11.3,130.6693577,18.49423095,19.60848564,134.8449028,9.95,11.3,117.2975775,17.95950761,18.98630855,130.6979286,10.95,11.3,106.4506188,17.4600053,18.39892455,126.8018155,11.95,11.3,97.43219684,16.99257218,17.84316517,123.1337988,12.95,11.3,89.78967918,16.55442555,17.31623077,119.6737609,13.95,11.3,83.21383397,16.14309958,16.81563825,116.4038559
8.95,11.4,130.8540035,18.42649981,19.55000686,135.0363212,9.95,11.4,117.4769793,17.89581435,18.93188527,130.8986712,10.95,11.4,106.6251294,17.39999263,18.34819812,127.0105094,11.95,11.4,97.60205635,16.93592448,17.79581859,123.3492622,12.95,11.4,89.95507094,16.50086298,17.2719828,119.8949733,13.95,11.4,83.37491162,16.09237308,16.77423843,116.6299331
8.95,11.5,131.0354468,18.35917127,19.49193504,135.224422,9.95,11.5,117.653466,17.83248501,18.87783043,131.0961535,10.95,11.5,106.7969653,17.34030979,18.2978062,127.2160056,11.95,11.5,97.76944668,16.87957645,17.74877654,123.561594,12.95,11.5,90.11817238,16.44757328,17.22801273,120.1131225,13.95,11.5,83.53385663,16.0418956,16.73309281,116.8530168
8.95,11.6,131.2137512,18.29224132,19.43426623,135.4092712,9.95,11.6,117.8270943,17.76951609,18.82414058,131.290439,10.95,11.6,106.9661772,17.28095369,18.24774576,127.4183649,11.95,11.6,97.93441389,16.82352536,17.70203631,123.7708526,12.95,11.6,90.27902545,16.39455405,17.18431818,120.3282645,13.95,11.6,83.6907074,15.99166498,16.69219928,117.073161
8.95,11.7,131.3889791,18.22570605,19.3769965,135.5909333,9.95,11.7,117.9979195,17.70690413,18.77081227,131.4815895,10.95,11.7,107.132815,17.22192131,18.19801378,127.6176467,11.95,11.7,98.09700296,16.76776855,17.65559526,123.977095,12.95,11.7,90.43767116,16.34180292,17.1408968,120.5404542,13.95,11.7,83.84550148,15.94167913,16.65155573,117.2904183
8.95,11.8,131.561191,18.15956155,19.32012199,135.7694711,9.95,11.8,118.1659957,17.64464574,18.71784212,131.6696654,10.95,11.8,107.2969272,17.16320965,18.14860726,127.8139091,11.95,11.8,98.25725788,16.71230335,17.60945075,124.1803771,12.95,11.8,90.59414958,16.28931755,17.09774624,120.7497454,13.95,11.8,83.9982756,15.89193596,16.6111601,117.5048403
